# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 573, mean observations per image: 0
1 0.41611295938491821 0.88740366697311401 0.19588862359523773 -0.031501803547143936 -1.4214818477630615 1.1524477005004883 0.56376993656158447 0 1/00005.png

2 0.4442908763885498 0.87872177362442017 0.1688980907201767 -0.043899044394493103 -1.3714046478271484 1.2421708106994629 0.5252993106842041 0 1/00009.png

3 0.40519508719444275 0.88279682397842407 0.23516784608364105 -0.034390956163406372 -1.4501738548278809 1.0238354206085205 0.61502432823181152 0 1/00001.png

4 0.41115424036979675 0.88260120153427124 0.22541080415248871 -0.034018713980913162 -1.4517393112182617 1.0570673942565918 0.60996097326278687 0 1/00002.png

5 0.41245624423027039 0.88763916492462158 0.20217199623584747 -0.033211134374141693 -1.4217402935028076 1.115558385848999 0.58263093233108521 0 1/00004.png

6 0.42565855383872986 0.88566261529922485 0.18205927312374115 -0.03565143421292305 -1.4097287654876709 1.1836497783660889 0.54447239637374878 0 1/00006.png

7 0.45435306429862976 0.86916881799697876 0.18538801372051239 -0.061157736927270889 -1.3601199388504028 1.2200275659561157 0.60939151048660278 0 1/00012.png

8 0.41210094094276428 0.88511770963668823 0.21340601146221161 -0.034602172672748566 -1.4325587749481201 1.0736342668533325 0.59619081020355225 0 1/00003.png

9 0.43254104256629944 0.88330256938934326 0.17661619186401367 -0.03862178698182106 -1.3857433795928955 1.2194581031799316 0.52580690383911133 0 1/00008.png

10 0.4464493989944458 0.87621086835861206 0.17393046617507935 -0.051822733134031296 -1.362170934677124 1.2376763820648193 0.56007778644561768 0 1/00011.png

11 0.42766156792640686 0.88575321435928345 0.17514654994010925 -0.043250255286693573 -1.3860671520233154 1.208782434463501 0.52872151136398315 0 1/00007.png

12 0.45563200116157532 0.86342698335647583 0.20510484278202057 -0.069464929401874542 -1.351166844367981 1.1826634407043457 0.68061059713363647 0 1/00014.png

13 0.44567522406578064 0.87721699476242065 0.17249098420143127 -0.0459425188601017 -1.3737360239028931 1.2380850315093994 0.53770637512207031 0 1/00010.png

14 0.43956604599952698 0.85399001836776733 0.24971522390842438 -0.12298398464918137 -1.2398288249969482 1.1148741245269775 0.96510004997253418 0 1/00018.png

15 0.45129230618476868 0.85528779029846191 0.23420239984989166 -0.099836044013500214 -1.2955818176269531 1.1228902339935303 0.86739784479141235 0 1/00017.png

16 0.45603328943252563 0.85701155662536621 0.22444692254066467 -0.084784150123596191 -1.3302938938140869 1.1489667892456055 0.78117108345031738 0 1/00016.png

